MD5,SHA1,FileNames
"620f0b67a91f7f74151bc5be745b7110","1ceaf73df40e531df3bfb26b4fb7cd95fb7bff1d","imagen_disco.dd\metasploitable-root [7168MB]\NONAME [Ext3]\[root]\var\log\samba\log.192.168.1.6"
"620f0b67a91f7f74151bc5be745b7110","1ceaf73df40e531df3bfb26b4fb7cd95fb7bff1d","imagen_disco.dd\metasploitable-root [7168MB]\NONAME [Ext3]\[root]\var\log\samba\log.kali"
