MD5,SHA1,FileNames
"da32a612ecca7c6b60eccc884435b307","eaee4da85961aa115937f024c361240683f079c2","disco-pc-infectado-ducky.img\Partition 2 [50649MB]\NONAME [NTFS]\[root]\Users\admin\Documents\hosts"
