MD5,SHA1,FileNames
"4ff03581a580bc76438e4dc2c24b7d60","32d3cf8f8580a4b76269347359754ef5f2c73cc5","disco-pc-infectado-ducky.img\Partition 2 [50649MB]\NONAME [NTFS]\[root]\Users\admin\AppData\Roaming\Mozilla\Firefox\Profiles\w5w4dv6t.default\cookies.sqlite"
